date,cloud_cover_max (%),cloud_cover_min (%),dew_point_2m_max (°C),dew_point_2m_min (°C),relative_humidity_2m_max (%),relative_humidity_2m_min (%),wind_gusts_10m_min (km/h),wind_speed_10m_min (km/h),weather_code,temperature_2m_max  (°C),temperature_2m_min  (°C),daylight_duration (s),sunshine_duration (s),precipitation_sum (mm),rain_sum (mm),snowfall_sum (mm),precipitation_hours (hour),wind_speed_10m_max (km/h),wind_gusts_10m_max (km/h)
2005-04-18,86,0,7.3,0.6,79,22,10.8,2.5,3.0,25.390999,11.641,47678.59,42952.15,0.0,0.0,0.0,0.0,18.532133,33.48
2005-04-19,99,2,12.0,5.5,76,30,9.7,0.4,3.0,22.841,13.691,47803.465,41978.824,0.0,0.0,0.0,0.0,18.1041,36.0
2005-04-20,88,2,11.7,6.9,80,38,10.8,6.5,53.0,22.341,13.191,47926.996,38189.316,1.7,1.7,0.0,2.0,15.141414,31.68
2005-04-21,100,34,11.1,4.4,81,32,10.8,3.5,51.0,20.291,13.290999,48049.223,40510.08,0.3,0.3,0.0,2.0,17.309973,32.760002
2005-04-22,100,0,11.5,9.4,85,50,7.9,4.8,3.0,22.991,10.591,48171.027,44856.76,0.0,0.0,0.0,0.0,25.318008,42.48
2005-04-23,85,0,12.5,8.9,97,43,7.9,3.5,3.0,27.640999,14.191,48292.535,44620.707,0.0,0.0,0.0,0.0,26.260265,48.96
2005-04-24,100,0,13.8,10.9,95,35,20.9,12.8,3.0,26.441,17.091,48413.633,32482.527,0.0,0.0,0.0,0.0,21.518847,37.079998
2005-04-25,100,66,14.3,10.0,82,38,19.4,5.9,3.0,22.640999,15.490999,48534.242,44224.31,0.0,0.0,0.0,0.0,28.576382,49.68
2005-04-26,100,11,14.0,9.7,89,51,27.7,15.6,3.0,23.591,13.790999,48654.266,43603.836,0.0,0.0,0.0,0.0,18.391735,36.719997
2005-04-27,100,0,13.2,10.2,89,45,16.2,8.4,3.0,24.941,14.790999,48773.605,30029.396,0.0,0.0,0.0,0.0,14.291592,32.039997
2005-04-28,100,97,13.4,9.3,91,38,10.4,6.2,3.0,22.890999,15.441,48892.156,41160.65,0.0,0.0,0.0,0.0,14.512064,32.399998
2005-04-29,100,0,13.9,8.1,85,39,5.8,5.1,0.0,23.890999,13.240999,49009.832,45416.13,0.0,0.0,0.0,0.0,16.595179,32.399998
2005-04-30,0,0,13.4,9.3,89,41,10.1,6.3,3.0,26.191,11.240999,49126.52,45463.71,0.0,0.0,0.0,0.0,20.696087,36.0
2005-05-01,100,0,13.1,7.0,99,32,7.2,3.3,0.0,26.091,13.191,49242.12,45511.18,0.0,0.0,0.0,0.0,22.691423,39.96
2005-05-02,0,0,13.3,7.1,96,30,13.0,8.0,3.0,26.791,12.240999,49356.523,44416.652,0.0,0.0,0.0,0.0,20.380579,34.56
2005-05-03,96,0,13.3,5.6,98,27,12.2,5.4,2.0,32.591,14.691,49469.62,45605.64,0.0,0.0,0.0,0.0,19.64228,32.399998
2005-05-04,53,0,13.3,9.2,88,24,18.7,11.1,3.0,26.140999,16.640999,49581.31,39628.285,0.0,0.0,0.0,0.0,26.693459,47.519997
2005-05-05,99,0,14.1,10.8,83,45,12.6,0.8,53.0,22.941,14.191,49691.473,45699.26,2.5,2.5,0.0,4.0,38.723015,72.36
2005-05-06,100,0,12.1,6.0,86,34,39.2,21.2,0.0,25.791,14.490999,49799.992,45745.676,0.0,0.0,0.0,0.0,25.501621,47.16
2005-05-07,3,0,11.2,7.0,71,30,10.1,5.6,3.0,27.741,12.691,49906.75,45616.227,0.0,0.0,0.0,0.0,20.3774,36.0
2005-05-08,100,0,12.7,8.7,89,31,6.1,0.4,3.0,27.491,12.941,50011.64,43200.0,0.0,0.0,0.0,0.0,17.287498,33.12
2005-05-09,100,0,13.2,6.6,95,27,7.6,4.1,3.0,32.791,14.990999,50114.535,45882.895,0.0,0.0,0.0,0.0,25.0064,44.28
2005-05-10,87,0,10.1,5.3,72,18,12.2,7.2,3.0,36.791,18.041,50215.3,45927.848,0.0,0.0,0.0,0.0,24.858253,42.839996
2005-05-11,100,1,13.1,5.9,66,15,15.5,2.3,3.0,29.591,18.541,50313.957,34828.06,0.0,0.0,0.0,0.0,22.915916,37.079998
2005-05-12,100,48,13.8,12.1,70,35,22.3,8.7,3.0,27.941,17.241,50411.28,46017.242,0.0,0.0,0.0,0.0,22.61419,41.039997
2005-05-13,97,0,15.6,13.2,90,41,10.1,1.5,3.0,25.691,16.140999,50507.36,29170.652,0.0,0.0,0.0,0.0,20.150354,36.36
2005-05-14,100,5,15.8,14.7,94,51,8.3,2.4,3.0,25.841,16.640999,50602.105,43017.438,0.0,0.0,0.0,0.0,21.650938,38.16
2005-05-15,100,0,15.5,10.3,89,38,15.1,9.1,3.0,26.941,15.591,50695.43,46151.348,0.0,0.0,0.0,0.0,18.289274,34.2
2005-05-16,100,0,15.6,11.1,96,38,10.4,4.5,3.0,25.541,15.841,50787.23,40827.54,0.0,0.0,0.0,0.0,24.923338,41.399998
2005-05-17,100,12,16.0,11.9,95,51,9.7,5.5,3.0,25.591,17.441,50877.42,41732.246,0.0,0.0,0.0,0.0,25.49908,47.16
2005-05-18,99,0,11.1,8.2,62,33,31.7,14.6,0.0,25.791,15.191,50965.906,46416.188,0.0,0.0,0.0,0.0,16.363178,33.839996
2005-05-19,6,0,10.0,4.1,66,27,19.1,9.9,0.0,24.691,14.191,51052.582,46565.418,0.0,0.0,0.0,0.0,17.068707,33.12
2005-05-20,0,0,12.9,5.0,77,30,6.1,2.6,3.0,26.241,13.990999,51137.36,46606.17,0.0,0.0,0.0,0.0,18.359999,35.28
2005-05-21,89,0,13.5,7.2,95,33,3.2,1.1,1.0,28.991,15.141,51220.13,46646.336,0.0,0.0,0.0,0.0,24.881702,44.639996
2005-05-22,37,0,13.8,9.1,88,30,16.2,8.8,3.0,29.691,16.591,51300.8,41543.707,0.0,0.0,0.0,0.0,15.0038395,30.960001
2005-05-23,99,1,16.2,12.4,84,35,8.6,1.5,1.0,26.140999,17.591,51379.258,46840.742,0.0,0.0,0.0,0.0,26.081993,46.44
2005-05-24,37,0,15.5,5.5,81,28,24.1,12.1,0.0,26.341,15.441,51455.418,46997.625,0.0,0.0,0.0,0.0,18.58451,36.719997
2005-05-25,17,0,14.4,8.4,78,36,16.9,8.8,0.0,27.390999,16.241,51529.164,47037.59,0.0,0.0,0.0,0.0,21.120682,39.6
2005-05-26,13,0,14.8,10.7,81,35,15.5,8.9,0.0,27.441,16.841,51600.395,46956.76,0.0,0.0,0.0,0.0,19.386593,35.28
2005-05-27,2,0,16.7,13.0,91,41,15.5,9.4,1.0,28.741,15.891,51669.004,46872.664,0.0,0.0,0.0,0.0,20.87379,36.719997
2005-05-28,49,0,16.8,13.1,98,38,8.3,3.4,0.0,29.491,16.191,51734.89,47151.516,0.0,0.0,0.0,0.0,19.914215,38.16
2005-05-29,19,0,16.6,11.8,96,34,10.1,6.2,1.0,29.491,17.791,51797.94,47064.375,0.0,0.0,0.0,0.0,17.283749,34.2
2005-05-30,42,0,17.3,12.6,94,36,6.1,0.8,3.0,31.390999,15.841,51858.06,47345.902,0.0,0.0,0.0,0.0,14.003029,26.28
2005-05-31,90,0,16.6,10.7,96,28,3.2,2.9,3.0,33.891,18.591,51915.203,38729.3,0.0,0.0,0.0,0.0,14.113652,27.72
2005-06-01,100,0,15.8,10.8,72,26,7.6,3.2,51.0,32.641,20.640999,51969.87,28262.592,0.4,0.4,0.0,2.0,17.227419,33.12
2005-06-02,100,37,17.1,13.1,77,31,8.3,3.7,3.0,32.891,21.091,52022.12,36000.0,0.0,0.0,0.0,0.0,27.897097,40.68
2005-06-03,100,81,17.1,12.1,74,28,8.6,6.3,3.0,30.191,20.291,52071.895,45261.78,0.0,0.0,0.0,0.0,21.897945,38.519997
2005-06-04,100,4,17.8,15.5,84,42,13.0,5.8,3.0,30.791,18.191,52119.16,47385.508,0.0,0.0,0.0,0.0,16.263872,33.839996
2005-06-05,96,0,18.3,14.6,97,39,9.7,2.5,3.0,30.390999,18.991,52163.855,47258.32,0.0,0.0,0.0,0.0,16.215992,30.599998
2005-06-06,94,0,18.9,12.2,97,34,3.6,1.4,1.0,30.591,19.541,52205.94,47642.227,0.0,0.0,0.0,0.0,18.998316,38.16
2005-06-07,47,0,16.8,8.8,75,29,6.8,3.4,1.0,27.741,18.691,52245.37,47514.95,0.0,0.0,0.0,0.0,21.26744,37.8
2005-06-08,48,0,17.6,12.9,85,43,6.5,3.4,3.0,26.241,17.941,52282.098,47387.086,0.0,0.0,0.0,0.0,15.315873,37.079998
2005-06-09,83,4,17.6,12.2,94,42,11.9,5.2,3.0,24.341,17.341,52316.08,47644.816,0.0,0.0,0.0,0.0,19.483284,37.079998
2005-06-10,83,0,15.1,10.9,86,45,10.4,2.8,3.0,28.791,14.990999,52347.27,47516.676,0.0,0.0,0.0,0.0,27.381308,46.8
2005-06-11,92,0,16.5,10.7,93,38,5.8,1.1,3.0,33.341,19.291,52375.617,46023.293,0.0,0.0,0.0,0.0,18.0036,31.319998
2005-06-12,100,0,17.8,9.8,88,24,20.9,4.7,3.0,35.391,22.691,52401.086,36588.72,0.0,0.0,0.0,0.0,21.313093,39.239998
2005-06-13,100,4,17.5,11.1,73,26,15.5,5.2,3.0,28.890999,20.941,52423.645,36637.71,0.0,0.0,0.0,0.0,20.00512,37.079998
2005-06-14,100,1,19.4,16.7,90,48,3.2,1.8,51.0,27.591,19.841,52443.234,43365.29,1.3000001,1.3000001,0.0,6.0,22.104116,39.96
2005-06-15,90,0,19.4,14.8,95,50,19.1,10.7,53.0,26.441,18.991,52459.83,46997.945,0.7,0.7,0.0,2.0,27.66384,49.32
2005-06-16,99,0,17.1,13.8,83,47,19.4,8.2,53.0,24.741,18.541,52473.383,46277.188,1.8000002,1.8000002,0.0,7.0,20.371038,39.96
2005-06-17,72,5,18.9,16.7,93,61,14.0,6.8,51.0,27.441,19.041,52483.86,46878.97,0.3,0.3,0.0,1.0,21.413193,39.239998
2005-06-18,42,0,18.9,13.3,98,44,10.1,7.8,51.0,28.491,18.741,52491.227,47390.92,0.2,0.2,0.0,1.0,13.044722,30.239998
2005-06-19,19,0,18.8,15.0,95,45,7.2,4.3,1.0,30.241,18.041,52495.445,47391.18,0.0,0.0,0.0,0.0,16.203999,26.64
2005-06-20,40,0,17.9,14.8,95,39,5.8,3.1,1.0,31.841,19.091,52496.484,47518.15,0.0,0.0,0.0,0.0,15.273505,28.44
2005-06-21,25,0,17.7,12.7,88,32,9.0,2.1,0.0,30.291,18.941,52494.324,47644.07,0.0,0.0,0.0,0.0,17.884428,35.28
2005-06-22,7,0,19.6,13.3,89,36,4.0,2.6,2.0,31.491,19.691,52488.99,47391.668,0.0,0.0,0.0,0.0,17.873556,36.0
2005-06-23,52,0,19.7,13.9,97,35,3.6,0.5,0.0,33.091,19.091,52480.527,47641.727,0.0,0.0,0.0,0.0,21.382906,39.239998
2005-06-24,1,0,16.7,12.3,84,31,10.8,5.9,0.0,34.291,20.140999,52468.965,47515.918,0.0,0.0,0.0,0.0,20.972897,39.6
2005-06-25,2,0,18.7,11.4,83,25,14.4,9.4,0.0,35.541,20.390999,52454.355,47514.934,0.0,0.0,0.0,0.0,19.453327,36.36
2005-06-26,7,0,19.0,11.5,89,25,13.3,6.6,1.0,34.440998,19.841,52436.723,47513.773,0.0,0.0,0.0,0.0,16.299694,32.760002
2005-06-27,25,0,19.2,13.1,94,29,8.3,0.0,0.0,33.491,20.241,52416.133,47634.062,0.0,0.0,0.0,0.0,16.831684,34.2
2005-06-28,13,0,20.8,11.6,86,28,7.2,5.1,2.0,36.541,20.541,52392.61,47510.793,0.0,0.0,0.0,0.0,17.884428,32.039997
2005-06-29,61,0,20.5,11.9,92,23,5.8,2.5,1.0,37.391,22.890999,52366.203,47508.965,0.0,0.0,0.0,0.0,17.782686,32.399998
2005-06-30,26,0,18.7,9.9,63,21,17.3,5.4,2.0,35.541,23.091,52336.965,47388.402,0.0,0.0,0.0,0.0,20.808498,35.28
2005-07-01,78,0,20.0,13.7,72,28,11.9,1.8,0.0,32.491,23.791,52304.945,47269.984,0.0,0.0,0.0,0.0,22.59699,42.839996
2005-07-02,0,0,17.7,14.0,61,35,22.3,14.1,0.0,31.091,21.140999,52270.17,47269.844,0.0,0.0,0.0,0.0,17.555305,32.760002
2005-07-03,1,0,17.6,12.1,78,31,14.0,3.5,0.0,31.991,19.691,52232.71,47384.18,0.0,0.0,0.0,0.0,15.683776,29.16
2005-07-04,0,0,18.2,10.1,80,27,10.8,4.7,2.0,35.041,20.291,52192.61,47268.984,0.0,0.0,0.0,0.0,22.039528,37.8
2005-07-05,51,1,18.2,13.1,86,28,6.5,1.9,1.0,31.041,23.291,52149.914,47156.34,0.0,0.0,0.0,0.0,21.749483,39.239998
2005-07-06,45,0,18.2,13.1,67,34,7.6,4.3,2.0,31.291,21.640999,52104.668,47156.82,0.0,0.0,0.0,0.0,18.204042,34.56
2005-07-07,72,0,19.2,14.0,76,39,10.4,1.8,3.0,33.991,21.241,52056.93,46104.113,0.0,0.0,0.0,0.0,23.565569,40.32
2005-07-08,99,0,21.3,16.6,89,36,5.4,1.9,3.0,32.591,23.091,52006.754,40912.1,0.0,0.0,0.0,0.0,21.897945,43.199997
2005-07-09,100,1,21.8,17.4,92,42,5.4,2.9,3.0,30.591,23.140999,51954.18,46800.0,0.0,0.0,0.0,0.0,25.460934,47.16
2005-07-10,96,0,21.8,16.9,91,44,15.1,3.6,3.0,30.691,23.140999,51899.188,46800.0,0.0,0.0,0.0,0.0,27.792374,49.32
2005-07-11,100,0,20.0,12.9,83,35,18.7,7.6,1.0,30.591,20.691,51841.258,46951.21,0.0,0.0,0.0,0.0,17.072504,32.760002
2005-07-12,27,0,20.0,14.6,81,39,14.8,5.9,0.0,32.041,20.241,51780.39,46953.86,0.0,0.0,0.0,0.0,18.0036,32.760002
2005-07-13,3,0,20.1,13.6,95,33,7.6,1.6,0.0,32.541,20.241,51716.68,46956.336,0.0,0.0,0.0,0.0,19.353138,34.56
2005-07-14,0,0,19.8,13.1,95,31,4.7,2.1,0.0,31.041,19.991,51650.246,46958.633,0.0,0.0,0.0,0.0,15.315873,31.68
2005-07-15,0,0,19.5,12.0,94,31,7.9,2.9,0.0,33.991,18.991,51581.184,46960.707,0.0,0.0,0.0,0.0,15.937878,30.960001
2005-07-16,0,0,16.6,10.1,79,24,8.6,0.4,0.0,37.491,22.091,51509.61,46962.54,0.0,0.0,0.0,0.0,23.565567,38.88
2005-07-17,0,0,17.3,10.4,71,20,16.6,10.9,0.0,40.190998,23.941,51435.62,46873.766,0.0,0.0,0.0,0.0,23.023119,41.039997
2005-07-18,0,0,16.8,9.1,62,16,24.1,14.2,0.0,35.491,25.991,51359.324,46877.297,0.0,0.0,0.0,0.0,18.448023,33.839996
2005-07-19,3,0,19.1,13.6,60,32,15.8,9.0,0.0,33.991,24.291,51280.82,46800.0,0.0,0.0,0.0,0.0,22.415602,39.96
2005-07-20,0,0,18.3,11.5,62,27,13.7,5.9,0.0,33.891,23.341,51200.22,46800.34,0.0,0.0,0.0,0.0,22.288042,40.68
2005-07-21,0,0,19.8,9.1,73,27,14.8,7.4,0.0,35.491,21.390999,51117.617,46805.523,0.0,0.0,0.0,0.0,19.245697,37.8
2005-07-22,13,0,20.6,10.0,84,23,11.5,3.4,3.0,33.440998,21.741,51033.117,46800.0,0.0,0.0,0.0,0.0,17.068707,34.56
2005-07-23,81,0,21.2,13.4,94,30,6.1,0.8,2.0,36.991,20.791,50946.812,46800.0,0.0,0.0,0.0,0.0,23.1774,42.839996
2005-07-24,52,0,19.9,11.7,89,25,6.8,5.0,2.0,36.991,22.841,50858.805,46800.0,0.0,0.0,0.0,0.0,21.175837,40.68
2005-07-25,68,0,21.2,15.6,87,28,9.4,5.5,3.0,37.241,23.140999,50769.19,46767.914,0.0,0.0,0.0,0.0,19.602652,36.719997
2005-07-26,100,0,22.0,17.8,89,32,9.0,5.4,3.0,34.741,22.890999,50678.07,45742.984,0.0,0.0,0.0,0.0,14.021525,29.88
2005-07-27,100,45,22.2,20.0,93,42,5.4,1.1,3.0,35.341,22.541,50585.53,46680.883,0.0,0.0,0.0,0.0,17.227419,34.56
2005-07-28,99,0,23.8,19.8,98,40,6.1,1.8,3.0,37.591,22.491,50491.668,46635.36,0.0,0.0,0.0,0.0,19.85556,32.760002
2005-07-29,99,0,23.8,13.2,100,24,3.6,2.2,1.0,34.841,22.390999,50396.57,46588.527,0.0,0.0,0.0,0.0,18.03237,32.399998
2005-07-30,49,0,24.0,17.7,91,45,9.0,4.4,2.0,35.690998,23.140999,50300.203,46540.25,0.0,0.0,0.0,0.0,18.36353,33.12
2005-07-31,58,0,24.0,20.3,99,41,4.7,3.1,3.0,39.541,22.791,50201.78,43551.76,0.0,0.0,0.0,0.0,20.858265,41.399998
2005-08-01,100,0,22.9,15.4,97,24,8.6,5.4,51.0,39.741,26.841,50101.258,44057.188,0.1,0.1,0.0,1.0,21.986542,44.639996
2005-08-02,100,0,23.6,15.7,81,27,12.6,3.3,3.0,31.191,24.941,49998.742,46385.22,0.0,0.0,0.0,0.0,25.60053,47.88
2005-08-03,83,1,22.9,14.3,80,42,23.0,8.1,0.0,32.591,22.191,49894.36,46330.35,0.0,0.0,0.0,0.0,27.36947,49.32
2005-08-04,7,0,15.9,13.7,67,32,33.8,19.1,0.0,31.741,21.890999,49788.223,46274.008,0.0,0.0,0.0,0.0,24.627789,45.0
2005-08-05,11,0,18.3,13.6,67,34,27.0,16.3,0.0,31.591,21.741,49680.45,46216.26,0.0,0.0,0.0,0.0,18.089775,33.839996
2005-08-06,9,0,19.1,15.4,76,39,12.2,5.9,0.0,34.641,21.991,49571.152,46157.17,0.0,0.0,0.0,0.0,16.766108,32.399998
2005-08-07,0,0,19.1,10.0,78,24,11.2,3.3,0.0,34.241,22.841,49460.44,46096.81,0.0,0.0,0.0,0.0,15.876775,26.64
2005-08-08,9,0,19.7,9.8,83,25,6.8,3.6,0.0,35.291,22.191,49348.426,46035.24,0.0,0.0,0.0,0.0,22.682856,43.199997
2005-08-09,18,0,20.7,15.7,79,33,10.1,5.1,1.0,39.491,24.390999,49235.21,45972.523,0.0,0.0,0.0,0.0,22.077717,46.079998
2005-08-10,21,0,22.5,18.2,89,29,25.2,14.8,1.0,39.341,24.890999,49120.902,45908.734,0.0,0.0,0.0,0.0,25.537172,45.36
2005-08-11,44,0,22.5,18.4,83,30,11.5,6.4,1.0,32.141,24.591,49005.605,45749.06,0.0,0.0,0.0,0.0,21.370783,39.6
2005-08-12,30,0,21.6,18.3,83,49,13.7,7.2,2.0,32.541,23.291,48889.42,45778.18,0.0,0.0,0.0,0.0,18.374111,34.56
2005-08-13,57,0,19.2,14.1,70,35,15.1,7.1,2.0,33.341,23.091,48772.445,45099.605,0.0,0.0,0.0,0.0,14.404499,30.239998
2005-08-14,51,0,20.0,13.5,81,31,9.4,5.6,1.0,34.241,23.041,48654.77,45043.016,0.0,0.0,0.0,0.0,17.581125,33.12
2005-08-15,25,0,20.0,13.6,80,32,5.4,1.8,2.0,31.241,22.291,48536.504,44704.016,0.0,0.0,0.0,0.0,15.496736,30.599998
2005-08-16,55,0,19.4,12.6,80,36,6.8,2.3,3.0,31.991,21.541,48417.73,44095.914,0.0,0.0,0.0,0.0,18.678415,35.64
2005-08-17,99,0,19.2,15.9,86,39,7.2,4.4,2.0,34.391,22.890999,48298.547,43777.465,0.0,0.0,0.0,0.0,26.368616,44.28
2005-08-18,76,0,22.5,18.4,87,39,15.8,7.6,3.0,32.891,24.441,48179.035,41193.402,0.0,0.0,0.0,0.0,18.668005,38.88
2005-08-19,81,0,23.2,21.8,92,52,14.0,4.2,51.0,32.141,23.691,48059.16,42052.883,0.2,0.2,0.0,1.0,18.374111,31.68
2005-08-20,98,3,23.1,18.9,95,46,13.7,5.7,55.0,28.841,22.841,47938.055,28801.25,3.6000001,3.6000001,0.0,9.0,19.602652,32.039997
2005-08-21,100,31,20.6,16.2,85,47,16.6,1.8,3.0,29.491,21.591,47815.63,38929.56,0.0,0.0,0.0,0.0,15.629972,34.2
2005-08-22,100,0,18.1,10.9,72,32,9.7,3.7,2.0,30.341,20.640999,47691.992,43557.508,0.0,0.0,0.0,0.0,18.057508,36.719997
2005-08-23,76,0,18.4,12.6,74,34,9.4,2.9,0.0,31.441,19.841,47567.24,43750.402,0.0,0.0,0.0,0.0,18.998314,35.64
2005-08-24,14,0,19.8,10.8,88,30,7.2,2.3,2.0,30.140999,21.941,47441.473,43344.28,0.0,0.0,0.0,0.0,17.917007,30.599998
2005-08-25,55,6,20.9,16.2,91,45,7.2,3.0,1.0,32.190998,21.941,47314.785,43297.15,0.0,0.0,0.0,0.0,19.008547,36.0
2005-08-26,34,0,19.6,16.9,82,42,5.8,3.3,0.0,33.791,21.541,47187.28,43138.1,0.0,0.0,0.0,0.0,23.277834,41.399998
2005-08-27,4,0,20.7,17.7,93,39,7.2,5.7,61.0,33.141,22.691,47059.05,39211.08,4.4,4.4,0.0,5.0,18.043148,30.960001
2005-08-28,100,0,21.9,17.7,91,41,16.2,4.8,63.0,26.741,20.341,46930.184,32400.0,19.1,19.1,0.0,15.0,15.683776,30.599998
2005-08-29,100,21,20.6,19.1,95,65,12.2,1.5,53.0,25.741,21.091,46800.77,41840.87,3.0000002,3.0000002,0.0,11.0,16.299694,28.8
2005-08-30,76,21,20.3,19.4,92,71,14.8,9.5,51.0,26.341,20.640999,46670.9,41227.25,0.70000005,0.70000005,0.0,5.0,15.256526,28.44
2005-08-31,46,14,20.2,18.0,94,62,12.2,8.1,51.0,26.991,20.941,46540.664,40924.17,0.1,0.1,0.0,1.0,18.014393,33.839996
2005-09-01,30,7,19.9,18.2,93,59,16.2,9.1,1.0,28.241,21.691,46410.145,42120.586,0.0,0.0,0.0,0.0,13.722565,27.359999
2005-09-02,27,0,20.7,19.0,88,58,9.7,6.0,1.0,29.791,19.541,46279.426,42259.383,0.0,0.0,0.0,0.0,12.605142,24.48
2005-09-03,24,0,21.3,18.2,98,50,5.8,1.3,2.0,30.841,20.041,46148.594,42248.324,0.0,0.0,0.0,0.0,16.870138,29.16
2005-09-04,51,0,21.2,17.9,98,46,6.5,4.0,53.0,33.041,21.691,46017.73,38600.473,1.8000001,1.8000001,0.0,3.0,16.595179,33.839996
2005-09-05,94,0,22.0,17.8,96,40,12.2,7.0,3.0,35.041,22.941,45886.926,37769.2,0.0,0.0,0.0,0.0,20.774214,36.36
2005-09-06,98,0,21.9,15.8,91,32,16.6,9.3,2.0,33.791,24.491,45756.25,42112.06,0.0,0.0,0.0,0.0,15.379206,37.8
2005-09-07,79,4,22.9,18.2,86,40,11.9,2.8,3.0,36.541,24.441,45625.793,42067.742,0.0,0.0,0.0,0.0,18.59845,35.28
2005-09-08,97,0,22.8,17.7,87,33,13.3,9.9,3.0,36.690998,23.591,45495.49,42023.35,0.0,0.0,0.0,0.0,25.41763,49.68
2005-09-09,97,0,22.2,16.0,88,29,10.4,2.9,3.0,29.741,24.191,45364.465,39285.73,0.0,0.0,0.0,0.0,18.171976,36.0
2005-09-10,100,0,22.2,17.6,85,50,16.9,8.7,3.0,31.140999,22.541,45232.625,41934.453,0.0,0.0,0.0,0.0,18.0,32.760002
2005-09-11,100,0,19.9,16.8,83,42,10.8,6.0,53.0,26.991,21.991,45100.06,19647.168,2.1,2.1,0.0,7.0,20.150354,38.16
2005-09-12,100,47,20.2,15.6,90,50,11.2,4.1,51.0,28.191,23.541,44966.844,41451.246,0.8,0.8,0.0,5.0,26.14403,45.719997
2005-09-13,97,2,22.5,19.2,84,68,24.8,9.7,2.0,28.991,22.890999,44833.08,40773.38,0.0,0.0,0.0,0.0,24.387177,41.760002
2005-09-14,51,5,21.3,17.9,90,55,28.4,14.9,1.0,29.341,20.591,44698.836,41270.15,0.0,0.0,0.0,0.0,27.852928,50.039997
2005-09-15,36,0,17.3,12.7,79,36,24.1,13.5,3.0,30.341,19.091,44564.207,41564.94,0.0,0.0,0.0,0.0,16.87398,30.239998
2005-09-16,100,0,19.1,13.1,86,36,14.4,3.1,51.0,29.691,21.291,44429.27,40427.543,0.4,0.4,0.0,2.0,22.057161,46.8
2005-09-17,96,3,20.9,18.9,92,52,7.6,3.5,1.0,30.191,22.941,44294.11,40080.438,0.0,0.0,0.0,0.0,22.565422,38.88
2005-09-18,45,0,21.2,16.2,87,43,19.8,1.3,51.0,28.291,21.991,44158.812,39212.887,0.4,0.4,0.0,1.0,28.001427,45.0
2005-09-19,90,0,21.7,13.3,89,41,17.6,6.2,3.0,26.741,20.640999,44023.453,39403.72,0.0,0.0,0.0,0.0,22.66857,41.760002
2005-09-20,100,0,15.9,10.8,69,38,21.2,13.3,3.0,27.991,17.591,43888.117,40426.277,0.0,0.0,0.0,0.0,15.1884165,31.68
2005-09-21,83,0,15.5,9.4,74,31,16.6,8.6,3.0,25.541,19.841,43752.883,29382.783,0.0,0.0,0.0,0.0,14.04,24.84
2005-09-22,99,1,16.8,14.2,75,50,11.2,4.7,3.0,27.541,19.140999,43617.832,36995.95,0.0,0.0,0.0,0.0,17.309973,34.2
2005-09-23,100,1,17.0,15.5,84,49,8.3,0.8,3.0,25.541,19.991,43483.047,32030.43,0.0,0.0,0.0,0.0,11.770403,27.359999
2005-09-24,100,5,16.8,13.8,81,49,10.1,6.3,3.0,26.691,18.241,43348.605,35076.84,0.0,0.0,0.0,0.0,16.45007,32.039997
2005-09-25,100,0,17.3,14.4,91,48,7.6,5.4,3.0,26.890999,18.491,43214.594,39017.508,0.0,0.0,0.0,0.0,16.79314,34.2
2005-09-26,99,0,18.4,14.5,91,47,8.6,4.5,3.0,27.941,18.191,43081.086,37070.875,0.0,0.0,0.0,0.0,12.605142,27.359999
2005-09-27,100,5,18.9,15.3,97,46,7.6,4.5,3.0,29.341,18.591,42948.17,38957.883,0.0,0.0,0.0,0.0,18.359999,32.760002
2005-09-28,100,0,18.7,14.5,98,41,6.1,2.8,51.0,26.691,20.041,42815.79,16526.494,0.1,0.1,0.0,1.0,14.182355,23.039999
2005-09-29,100,0,19.2,12.5,94,42,12.2,4.2,3.0,27.341,19.991,42683.01,37459.426,0.0,0.0,0.0,0.0,23.469128,39.96
2005-09-30,95,6,17.5,11.8,83,38,16.6,9.5,2.0,25.541,18.441,42549.723,37187.266,0.0,0.0,0.0,0.0,24.26998,42.48
2005-10-01,77,0,14.2,11.8,73,42,18.7,6.8,3.0,27.941,16.640999,42416.02,37610.15,0.0,0.0,0.0,0.0,19.245697,32.760002
2005-10-02,100,0,15.7,11.3,79,36,12.2,5.1,51.0,28.591,19.140999,42281.992,36000.0,0.2,0.2,0.0,1.0,29.528778,52.56
2005-10-03,100,9,17.6,13.8,80,41,10.4,3.1,3.0,24.091,18.890999,42147.73,35905.453,0.0,0.0,0.0,0.0,19.602652,40.32
2005-10-04,100,19,14.9,12.7,77,49,18.7,10.3,63.0,23.640999,17.640999,42013.324,32089.717,14.9,14.9,0.0,13.0,10.829958,24.84
2005-10-05,97,39,18.3,13.4,92,54,8.6,3.4,63.0,23.241,18.741,41878.867,31369.707,16.1,16.1,0.0,14.0,16.311613,37.8
2005-10-06,100,21,18.3,16.4,95,65,13.7,1.8,53.0,22.991,17.941,41744.453,36320.91,0.6,0.6,0.0,1.0,18.998314,29.16
2005-10-07,74,0,17.4,15.7,91,70,11.2,7.6,1.0,24.791,15.240999,41610.168,36813.047,0.0,0.0,0.0,0.0,12.261158,20.519999
2005-10-08,41,0,17.6,14.3,95,52,9.4,2.3,51.0,24.041,18.241,41476.11,36757.934,0.2,0.2,0.0,2.0,20.94507,34.56
